clean_content,sentimen
bagus layan nya,positif
layan nya bagus banget,positif
andal saat lapar malas rumah,positif
well over all not bad,positif
kalo komisi turun,positif
pesan makan pakai expresongkir udah mahal nunggu driver ngga gua nunggu jam batal pesan nunggu jam ngga driver jam gua nunggu payah bener mending risent aja,negatif
tolong baik sistem verifikasi pembeliansaya ecek harga drivernya tibatiba mes apa,negatif
bagus manfaat utk byk org moga gojek jaya,positif
pesan makan berkalikali nunggu sampe jam nihil,negatif
mudah banget,positif
bagus,positif
tolong batal mesan makann ditmbh waktuuu gilak cs jg ga,negatif
mantap,positif
driver reguler sedekah tarif aplikator biar perut buncit program jam operasional slot susah sengsara hidup nya tolong driver rajin ikut donasi aplikator program jam operasional slot angkat driver pt makan anak bangsa,negatif
ok,positif
kalo diskon gede susah nyari drivernya sampe menit,negatif
go food makan jam reguler hemat resto udah ngabarin jam gak asa gera drivernya,negatif
mantap,positif
makasih mas sehat semangat,positif
x jadi kaya gin sblmnya udh lapor tetep gada tanggap saldo do refund x batal nyari gojek krena ga nemu saldo gada yg skrng jadi saldo tdk do refund aneh bgt gojek,negatif
utk fitur gofood baik fitur chat restonya resto yg chat duluan konsumen chat duluan gak resto yg nyiapin makan konfirmasi driver udah nunggu lamaa tolong rating nya pake fake akun yaaa bikin nipu konsumen ajaa,negatif
kasih diskon gojek pas dapet drivernya cancel mulu mesan gofood udh mesen eh g dapet drivernya suruh mesen,negatif
aplikasi baik,positif
ok,positif
diskom maksimal,positif
semenjak update nya harga nya mahal pindah aplikasi grab harga nya mahal aplikasi gojek,negatif
keren,positif
woyyyy kasih promo costomer kalah belah cuman ribu ngambil untung dr nonton iklan lu kerja tim marketingnya kasih gebrak biar ga kabur costomer gojek grab payaaaah,negatif
bantu,positif
bosokkk layan nya,negatif
wktu pnjemputan oke,positif
gak tekan tombol keyboard aja gak tulis otp gak pilih aplikasi ojek online aja udah murah mudah daftar gak kayak gin grab maxim indriver aja murah harga cancel kalo gak cancel kalo aplikasi ojek online cancel,negatif
mantap v,positif
ambil pinjam,positif
manja drivernya diskon kalo smua driver nya nolak,negatif
solusi cepat pake gopay butuh eror bambang,positif
aplikasi gampang dihack,negatif
ok,positif
kembali dana bgt kyk orang gak butuh uang aj kalah app malu bgt app negri layan minus,negatif
gojek knp ya pesan map driver nya ga jalan abang blm jalan yaudah cancel krn pas sen lg eh abang yg cancel mlh dtg ngeselin bgt,negatif
top,negatif
aplikasi bantu,positif
kecewa,negatif
bantu aplikasi sekolah dll cepat efisien,positif
alam pakai gojek simpel enak pokok,positif
wokeh,positif
gg mas,positif
mantaff,positif
simple,positif
bantu,positif
mbok ya biaya kirim mahal mahal pok o min mimin iya diskon habis biaya kirim doangsama aja anjiiiirrrr,positif
jemput cepat,positif
layan paylater pakebuat,negatif
keren,positif
order hari order dri pagi smpe malam petama aja malam gmna bayar gopay pijam klo klo kash order hari mitra juara gojek tp ga kasih order salah driver klo ga bayar angsur gopay pijam slah it nya yg ga ngasih order biar it yg tanggungjawab bayar gopay pinjanpnya sham aja ga kasih order,negatif
simple cepat amanah,positif
halo gojek indonesia salam merdeka salam suksessaya driver goride minggu kasih order sekalisaya tuju cari rejeki tpi minggu dizonk tolong order mudah mudah cicil gopay pinjam merdeka akun driver merdekaaa,positif
bantu,positif
oke,positif
not trustworthy poor handling of issues and customer care the worst ever never use this app ever again now i rather spend my money with other services and persuaded my relatives and friends also to follow,negatif
rekomendasi snagat sulit anak,positif
bantu,positif
bijak pindah belah aja ijo,negatif
jelek batal gofood detik langsung gak bener pakai shopee unninstal deh,negatif
go jek bantu,positif
jos,positif
promonya,positif
kenapaa yaa susah bgt dpt driver mesti butuh bgt tolong kalo emang dah mnt gdpet lgsg batal biar cr yg,positif
oke dah,positif
mantap,netral
aplikasi gojek aman,positif
mantap kirim cpt,positif
baik,positif
bagus,positif
gila mesen gofood jam,negatif
ga nunggu,positif
banyak promo besar denda tagih,netral
mudah ubah alamat gofood tolak mulu nggak banget,positif
pesan makan makan yg duit nya kembali cuman kurangyg kembali yg ukur small yg medium pas gitu puasjadi males sen makan pake gofood mending pake aplikasi drpd aplikasi,negatif
maaf mahal,netral
bantu terima kasih,positif
ok,positif
simple praktis aman,positif
bantu mudah,positif
aneh pas klik tuju opsi tulis km klik pas pesan tulis km rugi guna harap baik pas tuju km km,positif
baguss deh,positif
usaha ga terima kritik wkwk kemarin review puas aplikasi biaya lambat paylater denda k paylater k eh review langsung nonaktif paylater wkwk,negatif
mantul,positif
mantap,positif
ok,positif
mantap,positif
dpt driver nyahpayah nih sistem nya,negatif
ramahpedulitidakkorupsi,positif
bagus,positif
gaskeun,positif
keren banget sih gojek layan ok poll kemarin sempet lapor pesan salah responnya cepat langsung kasih kembali dana gopay kompensasi pesan salah,positif
dh jam makan gk bner gojek,negatif
pesan makan nunggu menit alas resto driver alas driver sistem ubah driver online bintang resto driver salah gojek petinggi udah gak beres potong kasihan resto driver moga juang dpr dengar petinggi gojek potong sadis,negatif
aplikasi gak becus gak muncul fitur riwayat transaksi beli barang gomart batal mohon baik rugi orang,negatif
gk aplikasi cm cari untung doang layan nolll,negatif
ramah,positif
ok,positif
good,positif
bantu,positif
apk nya bagus sayang suka lot,positif
siip,positif
bagus,positif
layan go shop utk beli kaos kaki sepak nola anak sayamulai order gojek jam order cancelkira kali cancelpadahal kaos kaki pakai besok pagi mohon baik sdm nyabenar kecewa gojek,negatif
tarif driver murah jarak km goceng,negatif
mantap,positif
aplikasi taii ongkir nya gila main kalo kayak gin orang alih maxim yg ongkir nya murah wkwkwk bye,negatif
ok boskuuuu,positif
ok,positif
gofoodnya,negatif
good jobs,positif
keren,positif
mantap cuy,positif
usul kemudi potong rangin beban,positif
top up emoney gopay saldo potong update saldo kartu isi saldo potong nyari duit gitu,negatif
aktif gojek gmn email hack login pake nomer email krn kode otp masuk email terimakasih mohon tunjuk,positif
murah,positif
pindah gojek bike,positif
jos,positif
good,positif
mantap jiwa,positif
ok pelayanannyathanks,positif
kerja bagus,positif
bantu,positif
ok,positif
aplikasi bagus tingkat depan,netral
manfaat sbg sarana transportasi,positif
bagus,positif
kesini kesana nih aplikasi beli voucher diskon mahal ga pake voucher murah ngapain gw beli voucher utk mahal nipu aja,negatif
susah dpt gojek jm siang trs klau go food grab ny jg lamabngt,positif
good,positif
all custumer gojek kalo dapet driver cancel driver jg manusia jin yg langsung lokasi jemput sistem gojek gak adil drivercustumer yg cancel order driver yg akun jd berat order terima kasih,positif
keren sihhh pakai aplikasi utk mana pesan makan kirim paket serba aman,positif
layan nya alhamdulillah order pakai gojek dpt driver yg,positif
drivernya ngga kalo pas jemput banget pas nya telat marah marah,negatif
mantap,positif
tolong gojek dzolim mitra costumer bayar ongkir terima driver rb alas iming iming layan slot ongkir driver kebiri,negatif
ribet,negatif
kalo mgasih arah maps driver yg bener ngasal ngasih jalan yg ribet msuk gang,netral
ganggu iklan muncul,negatif
gojeg keren,positif
bagus,positif
aplikasi si cicil blm jatuh tempo udh teror tlpon takut gak bayar kapok deh uninstalgopay,negatif
ok,positif
mantap,positif
mahal ajar,positif
bukti,positif
good,positif
mohon baik notifikasi popup chat customer driver delay parah muncul kadang numpuk,negatif
mantap,positif
aplikasi yg aman safety legalitas ridernya transaksi transparan start up yg,positif
ok banget,positif
bantu banget,positif
ko login gbisa ya nunggu jam knpa,negatif
ramah ramah,positif
mantp,positif
praktis mudah cepat,positif
aplikasi buruk harga berubahubah cm beda menit payah,negatif
moga depan oke,positif
bagus,positif
bagus,positif
senang pakai gojek aman nyaman,positif
nice,positif
top,positif
gud,positif
gojek calo makan cepat bayar mahal pilih kirim ditundatunda proses,negatif
kecewa ubah harga tibatiba konsisten aplikasi gojek,negatif
barang hilang bawa driver gosend,negatif
cuihh ongkos mahal btw enak aplikasi belah co,negatif
transaksi tahu minimal transaksi otomatis konfirmasi pin engga tahu langsung hilang aja mana pedhl gk bikin kembali dana gk beres suruh cek ttp gk,negatif
driver nya ramah cepat layan nya thx gojek mudah,positif
aplikasi peta suka error mesan,positif
oke,positif
bagus,positif
baguss tingkat utk driver desa,positif
mantap,positif
jgn pke lg aplikasi gojek mahal bgt,negatif
good,positif
sinyal error pesan gojek gocar gofood update gak,positif
oke bgt,positif
bagus,positif
bantu,positif
ok,positif
slow,netral
bantu,positif
bagus,positif
terimakasih gofood udah kasih diskon,positif
aplikasi aneh,negatif
bantu,negatif
ok,positif
top,positif
good,positif
mudah cepat,positif
mantap,positif
sukses gojek,positif
ngulur oper oper driver skrg posyandu aplikasi masuk susah bgt udah jam ganggu mulu notif nya kesel bgt ampe bubar posyandu nya,positif
ok,positif
mantap,positif
jemput cepat,positif
tahun nya uninstal efek aplikasi pinjam later nya paranoid pis sesal kelas gojek laku nya miskin,negatif
alangkah baik daftar akun gojek serta nikktp rugi driver order fiktif selesai mulaiajadulu,positif
susah pakai erti,netral
mantap,positif
double order order doang kasi driver lainnyaaa kali tolong sistem baik,negatif
bantu,positif
cari booking nya bet mahal,negatif
aplikasi buruk bikin orang banget anak sekolah pesan harap ubah gojek tumpang udah chat nggak bales suka salah jemput tumpang kasih anak sekolah lambat kayak gin moga ubah gojek,negatif
order goride gocar dapetnya jarak ga terima,negatif
dikit tarif nya bikin muak gojek yg nya emg ga ngotak aplikasi nya kalo ngasih tarif,negatif
kalo ujan nyari nya jd telat pdhl harga gajelas,negatif
min tolong kalo ujan gojek susah cari banget kerja sekolahin anak susah dapet gegara ujan ujan ga dapet gojek alas booking mah emang gamau narik ujanof,negatif
bantu,positif
alam dapet driver professional bilang mager suruh ambil gofood,negatif
simple mantapsss,positif
good apk,positif
muas,positif
gojek dah gak ngapain stuck situ pas beli beli gak,negatif
apk dongodriver milih puih,negatif
bagus skli,positif
transporyasi nyaman mana draivernya ramah ramah,positif
infomulai driver cari aman narik jam ramai hujan atur gojek yg berat driveropsi tumpang gojek pilih layan jam ramai hujan tumpang area kantor terimakasih,negatif
puas,positif
langgeng jaya trs gojek aamiin,positif
aplikasiny udah keren tinggal management officeny driver tolong ajar ber attitude how to communicate well with consumers suka ngomel konsumen pake potong bonus konsumen manfaat fasilitas aplikasi tau tenaga orang tau bagaiman lebih keren sih,positif
mantap,positif
mitra gojek driver langgan cancel ngak tau penjelasangimana nih bosskudimata driver gojek terbaikdan medali gojek gimana bossku,positif
gimana lapor driver yg sdh sampe ngumpet gang alih alih gak bawa tumpang data lengkap nih screenshot nya biar tau tuh supir nya,negatif
bantu transportasi,positif
gak lawan,positif
jos,positif
stars moga aplikasi gojek bawa berkah untung makmur sukses kehidupankuamiin,positif
ga hubung resto lokasi maps resto yg ngaco ga chat cs chat bot ga ngetik ga nyambung solusi nungguin makan,negatif
bagus banget,positif
cepat kemudi ramah,positif
ok,positif
sy tdk instal apk netflix bayar otomatis cek langgan playstore tdk bayar otomatis,positif
baik,positif
top up rp masuk gimana,netral
spaylater shope aja mw ojk ya jelek msh utk transaksigopay later langsung blokir krn ojk jelek bayar gopay later ya gk telatmang shope is the best,negatif
dibanyakin promo nya ya,positif
nice service,positif
bantu,positif
cs lambat,negatif
gampang mudah,positif
ok,positif
bagus aja si biar notif nilai nya ilang,positif
bantu,positif
layan super duper bagus istimewa,positif
iklan nya anjinggg,negatif
traking ojek aplikasi terima sayang nya kirim pesan ojol nya alam ojol kontak dr aplikasi nomor lansung beritahu kirim traking posisi ojol nya sayang sayatak kontak ojol krn sedia kontak masenger telp ojol muter muter cari arah depan coba terima kontak ojol nya,netral
bagong,negatif
parah it bego rute aja yg salah tinggal ngikutin goggle map aja,negatif
okee banget bantu,positif
eror,negatif
sangangat bantu,positif
nyaman pake gojek dah thn payleater gabisa,positif
good,positif
tq gojek anter paket sameday tp jam sdh smp tuju tarif murah,positif
tolong baik aplikasi bayar kode qr suroboyo bus wirawiri suroboyo masalah gagal transaksi saldo potong jengkel gagal transaksi,negatif
aplikasi gojek bantu go transit bantu butuh transportasi goride krl mantap deh,positif
tarif potong masuk akal hitung jarak hitung rute,negatif
jelek call centernya angkat,negatif
good,positif
bantu saat pergi,positif
driver n enak ajak ngobrolnya,positif
bantu mudah,positif
driver nya nge cancel ga ramah,negatif
gojek promo hemat deh gojek,positif
tarif nya mahal gojek,negatif
lihat keluh driver keluh customer doang yg liat kapitalis,negatif
mantap app nya,positif
good,positif
aplikasi ribet dah masuk device aja gak aneeeeeeeh udah via otp udah bener gk masuk kocak,negatif
mudah mana aja,positif
ngebug review gofood habis tulis ulas tombol kirim bawah ilang,negatif
ok,positif
senang pakai gosend mobil kirim kg mantep tuh,positif
pokok ok,positif
gondok banget sen gofood poing coffe dateng komplain aplikasi ribet bgt yg udah keburu minum foto lengkap tau karna sen ramean udah keburu ambil yg temen komplain gabisa proses kopi ga foto kesel rugi ribu lumayan,negatif
apk manfaat,positif
mantap,positif
bagus ok,positif
cepat,positif
sikap driver ramah,positif
the best dh pokoke,positif
ok,positif
pake wifi aplikasi kasih notif cek koneksi kocak bangat niat beli makan gak mood,negatif
aplikasi download lemod batas aja gak,negatif
ada layan live chat manusia konsumen interaksi langsung kendala,positif
layan,positif
ok lach,positif
cepat tanggap muas,positif
dpt promo trmksh,positif
mncapai daerah suruh trenggalek,positif
gojek layan mending nabung nyaman,positif
order gocar jarak driver titik jemput meter tunggu nya sampe menit chat driver lambat respon aneh,negatif
aplikasi ojol sampah,negatif
bagus,positif
layan online fast respon,positif
aman kendara,positif
nyari drivernya udah jadwal jam tp jam tolong baik,negatif
mantapp,positif
halo admin versi baru bug minor icon gocar hemar pilih dicontreng icon mobil ubah motor depan baik,positif
gila customer cancel kena performa engga mikir,negatif
mantappp,positif
kasih murah anak sekolah,netral
overall dah bagus pake jugacuman apes aja ngalamin dapet oknum driver manfaat situasi patok harga luar tentu aplikasi ancam customernya mati order dalih lacak kantor mati ancam turun jalan tolong driver yg ditindaklanjuti,positif
